id(時間割コード),classId(何かに使うかもしれない通し番号),name,teacher,credit,style,url,termperiod
14G07,20210250,フランス語 II (演習) b (英),土屋　良二,3,オンライン,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G08,20210251,中国語 II (講読) C (英),布川　雅英,3,オンライン,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G09,20210252,Academic Listening II,Brian Heagney,3,オンライン,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G10,20210253,翻訳の理論と実践,早川　敦子,3,オンライン,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G11,20210254,通訳の世界,青柳　洋子,3,オンライン,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G12,20210255,３年セミナー,葛西　弘隆,3,ハイブリッド,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G13,20210256,３年セミナー,松嵜　英也,3,ハイブリッド,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G14,20210257,３年セミナー,関　智英,3,ハイブリッド,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G15,20210258,４年セミナー,網谷　龍介,3,ハイブリッド,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G16,20210259,４年セミナー,森　悠子,3,ハイブリッド,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G17,20210260,４年セミナー / プロジェクト,栗原　一貴,5,ハイブリッド,Coming Soon…,T1Mon4/T3Tue3/T3Thu4/T4Tue3/T4Tue4
14G18,20210261,MI４年セミナー,吉田　真理子,3,ハイブリッド,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G19,20210262,教育学概論,渡邊　あや,3,オンライン,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G20,20210263,ギリシャ語・ラテン語演習 a,吉川　斉,3,オンライン,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G21,20210264,解析学基礎 II (演習付),中屋敷　厚・前田　多恵,6,ハイブリッド,Coming Soon…,T1Mon4/T3Mon4/T4Mon4/T1Tue4/T3Tue4/T4Tue4
14G22,20210265,１年基礎セミナー,松山　章子,3,ハイブリッド,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14G23,20210266,ロシア語 III (講読),長井　淳,3,オンライン,Coming Soon…,T1Mon4/T3Mon4/T4Mon4
14N01,20210267,日本語ライティング(3),飯野　朋美,1,オンライン(未確定),Coming Soon…,T3Mon4
14N02,20210268,ロシア語 III (講読) (3),長井　淳,1,オンライン(未確定),Coming Soon…,T3Mon4
14N03,20210269,余暇教育(フィットネスと健康),Maja Sori Doval,0.5,オンライン(未確定),Coming Soon…,T3Mon4
14N04,20210270,情報セキュリティ入門,砂原　秀樹,1,オンライン(未確定),Coming Soon…,T3Mon4
14N05,20210271,Global Southとフィールドワーク(アジア・アフリカ・ラテンアメリカ) a (3),鈴木　慶孝,1,オンライン(未確定),Coming Soon…,T3Mon4
14N06,20210272,教職実践演習(中・高),牛島　順子,2,オンライン(未確定),Coming Soon…,T3Mon4/T3Mon5
14P01,20210273,教育心理学,高垣　マユミ,2,オンライン(未確定),Coming Soon…,T3Mon4/T4Mon4
14R01,20210274,ロシア語 III (講読) (4),長井　淳,1,オンライン(未確定),Coming Soon…,T4Mon4
14R02,20210275,余暇教育(スポーツと身体スキル),薄井　澄誉子,0.5,オンライン(未確定),Coming Soon…,T4Mon4
14R03,20210276,ウェルネス研究(野外教育),井上　則子,1,オンライン(未確定),Coming Soon…,T4Mon4
14R04,20210277,情報セキュリティ(演習付),砂原　秀樹,2,オンライン(未確定),Coming Soon…,T4Mon4/T4Mon5
14R05,20210278,イギリス文学特殊講義(詩),米須　初美,1,オンライン(未確定),Coming Soon…,T4Mon4
14R06,20210279,Global Southとフィールドワーク(アジア・アフリカ・ラテンアメリカ) a (4),三澤　健宏,1,オンライン(未確定),Coming Soon…,T4Mon4
14R07,20210280,教職実践演習(中・高),牛島　順子,2,オンライン(未確定),Coming Soon…,T4Mon4/T4Mon5
15A01,20210281,日本文学(近現代文学)(1),堀井　一摩,1,オンライン,Coming Soon…,T1Mon5
15A02,20210282,日本研究(近現代文学)(1),堀井　一摩,1,オンライン,Coming Soon…,T1Mon5
15A03,20210283,国際保健論(1),松山　章子,1,オンライン,Coming Soon…,T1Mon5
15A04,20210284,最適化入門,三上　敏夫,1,オンライン,Coming Soon…,T1Mon5
15A05,20210285,特別支援教育論,柴田　邦臣,1,オンライン,Coming Soon…,T1Mon5
15A06,20210286,グローバリゼーション論(1),西口　里紗,1,オンライン,Coming Soon…,T1Mon5
15G01,20210287,音楽,池田　澄人,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G02,20210288,Composition II,真部　多真記,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G03,20210289,Composition II,宇佐見　英美子,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G04,20210290,Composition II,柳田　利枝,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G05,20210291,Listening II,Robert Spivak,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G06,20210292,Listening II,Terence J. Cooney,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G07,20210293,Grammar II (英),古谷　孝子,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G08,20210294,Academic Writing & Presentation III,Kenneth Biegel,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G09,20210295,イギリス文学史,阿部　曜子 / 米須　初美 / 秦　邦生,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G10,20210296,日本語学概論,内田　宗一,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G11,20210297,３年セミナー,網谷　龍介,3,ハイブリッド,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G12,20210298,４年セミナー,葛西　弘隆,3,ハイブリッド,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G13,20210299,４年セミナー,小島　敬裕,3,ハイブリッド,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G14,20210300,４年セミナー,関　智英,3,ハイブリッド,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G15,20210301,４年セミナー,三澤　健宏,3,ハイブリッド,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G16,20210302,４年セミナー / プロジェクト,稲葉　利江子,5,ハイブリッド,Coming Soon…,T1Mon5/T3Mon4/T3Mon5/T4Mon4/T4Mon5
15G17,20210303,教育学概論,渡邊　あや,3,オンライン,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G18,20210304,英語科指導法 II,舩田　まなみ,3,ハイブリッド,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15G19,20210305,数学科指導法 I,武沢　護,3,ハイブリッド,Coming Soon…,T1Mon5/T3Mon5/T4Mon5
15N01,20210306,日本文学(近現代文学)(3),堀井　一摩,1,オンライン(未確定),Coming Soon…,T3Mon5
15N02,20210307,日本研究(近現代文学)(3),堀井　一摩,1,オンライン(未確定),Coming Soon…,T3Mon5
15N03,20210308,プログラミング言語論,青柳　龍也・金子　敬一,1,オンライン(未確定),Coming Soon…,T3Mon5
15N04,20210309,国際保健論(3),松山　章子,1,オンライン(未確定),Coming Soon…,T3Mon5
15N05,20210310,データリテラシー a,立井　博子,1,オンライン(未確定),Coming Soon…,T3Mon5
15N06,20210311,グローバリゼーション論(3),西口　里紗,1,オンライン(未確定),Coming Soon…,T3Mon5
15P01,20210312,関数解析(演習付),菊池　弘明・浜野　大,4,オンライン(未確定),Coming Soon…,T3Mon5/T4Mon5/T3Thu5/T4Thu5
15P02,20210313,教育心理学,高垣　マユミ,2,オンライン(未確定),Coming Soon…,T3Mon5/T4Mon5
15R01,20210314,日本文学(近現代文学)(4),堀井　一摩,1,オンライン(未確定),Coming Soon…,T4Mon5
15R02,20210315,余暇教育(フィットネスと健康),薄井　澄誉子,0.5,オンライン(未確定),Coming Soon…,T4Mon5
15R03,20210316,日本研究(近現代文学)(4),堀井　一摩,1,オンライン(未確定),Coming Soon…,T4Mon5
15R04,20210317,国際保健論(4),松山　章子,1,オンライン(未確定),Coming Soon…,T4Mon5
15R05,20210318,グローバリゼーション論(4),西口　里紗,1,オンライン(未確定),Coming Soon…,T4Mon5
15R06,20210319,国際関係の中の子ども,南雲　勇多,1,オンライン(未確定),Coming Soon…,T4Mon5
16G01,20210320,情報科指導法,佐藤　義弘 / 来住　伸子,3,ハイブリッド,Coming Soon…,T1Mon6/T3Mon6/T4Mon6
21A01,20210321,国語表現(1),吉田　夏美,1,オンライン,Coming Soon…,T1Tue1
21A02,20210322,Extensive Reading I (国・多),前田　陽子,1,オンライン,Coming Soon…,T1Tue1
21A03,20210323,Intensive Reading I a (国・多),滝澤　真理子,1,オンライン,Coming Soon…,T1Tue1
21A04,20210324,Intensive Reading I a (国・多),福圓　容子,1,オンライン,Coming Soon…,T1Tue1
21A05,20210325,健康教育,岡　伊織,1,オンライン,Coming Soon…,T1Tue1
21A06,20210326,異文化理解教育論(1),吉谷　武志,1,オンライン,Coming Soon…,T1Tue1
21A07,20210327,数学特別講義 A (1),加藤　晃史,1,オンライン,Coming Soon…,T1Tue1
21A08,20210328,データベース入門,青木　保一,1,オンライン,Coming Soon…,T1Tue1
21A09,20210329,多文化共生論(1),川端　浩平,1,オンライン,Coming Soon…,T1Tue1
21A10,20210330,教育学特講(1),吉谷　武志,1,オンライン,Coming Soon…,T1Tue1
21A11,20210331,３年セミナー (1),松山　章子,1,ハイブリッド,Coming Soon…,T1Tue1
21B01,20210332,数学特論 XC,新國　亮,2,オンライン,Coming Soon…,T1Tue1/T2Tue1
21G01,20210333,Oral English I (国・多),Charles D. Hubenthal,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G02,20210334,Oral English I (国・多),Terry Keith Fieldsend,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G03,20210335,Oral English I (国・多),Simon Stevens,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G04,20210336,Oral English I (国・多),Kim Marie Turnberg Sano,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G05,20210337,Composition I (英),増田　珠子,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G06,20210338,Composition I (英),榊原　かをり,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G07,20210339,Composition I (英),菅　靖子,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G08,20210340,Pronunciation I (国・多),楠　香織,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G09,20210341,Pronunciation I (国・多),菅原　供子,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G10,20210342,Pronunciation I (国・多),北村　文,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G11,20210343,CS Composition II,佐藤　響子,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G12,20210344,CS Composition II,山田　純子,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G13,20210345,CS Composition II,山本　三穂,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G14,20210346,中国語 I (文法) D (英),上西　啓,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G15,20210347,中国語 I (文法) G (国・多),関　智英,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G16,20210348,スペイン語 II (講読) A (英),高松　英樹,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G17,20210349,スペイン語 II (演習) b (英),Ines Planas Navarro,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G18,20210350,韓国・朝鮮語 I (文法) C (英),稲毛　恵,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G19,20210351,韓国・朝鮮語 I (演習) a (英),金　泰植,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G20,20210352,コミュニケーション概論,中西　雅之,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G21,20210353,第二言語習得概論(英語教育),星野　徳子 / 稲垣　善律,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G22,20210354,アメリカ文化 b,中村　雅子,3,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G23,20210355,原書講読(２年セミナー),Chris Burgess,3,ハイブリッド,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G24,20210356,原書講読(２年セミナー),廣瀬　方美,3,ハイブリッド,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G25,20210357,原書講読(２年セミナー),葛西　弘隆,3,ハイブリッド,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G26,20210358,原書講読(２年セミナー),光成　歩,3,ハイブリッド,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G27,20210359,原書講読(２年セミナー),森　悠子,3,ハイブリッド,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G28,20210360,原書講読(２年セミナー),下谷内　奈緒,3,ハイブリッド,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G29,20210361,原書講読(２年セミナー),吉岡　潤,3,ハイブリッド,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G30,20210362,英語科指導法 II,植野　伸子,3,ハイブリッド,Coming Soon…,T1Tue1/T3Tue1/T4Tue1
21G31,20210363,数値解析入門(演習付),小西　由紀子・神谷　亮,6,オンライン,Coming Soon…,T1Tue1/T3Tue1/T4Tue1/T1Thu4/T3Thu4/T4Thu4
21N01,20210364,国語表現(3),吉田　夏美,1,オンライン(未確定),Coming Soon…,T3Tue1
21N02,20210365,Extensive Reading I (国・多),前田　陽子,1,オンライン(未確定),Coming Soon…,T3Tue1
21N03,20210366,Extensive Reading I (国・多),滝澤　真理子,1,オンライン(未確定),Coming Soon…,T3Tue1
21N04,20210367,Intensive Reading I a (国・多),福圓　容子,1,オンライン(未確定),Coming Soon…,T3Tue1
21N05,20210368,健康教育,岡　伊織,1,オンライン(未確定),Coming Soon…,T3Tue1
21N06,20210369,異文化理解教育論(3),吉谷　武志,1,オンライン(未確定),Coming Soon…,T3Tue1
21N07,20210370,数学特別講義 A (3),加藤　晃史,1,オンライン(未確定),Coming Soon…,T3Tue1
21N08,20210371,情報科学 b,青木　保一,1,オンライン(未確定),Coming Soon…,T3Tue1
21N09,20210372,多文化共生論(3),川端　浩平,1,オンライン(未確定),Coming Soon…,T3Tue1
21N10,20210373,教育学特講(3),吉谷　武志,1,オンライン(未確定),Coming Soon…,T3Tue1
21N11,20210374,３年セミナー (3),松山　章子,1,オンライン(未確定),Coming Soon…,T3Tue1
21N12,20210375,民俗学,松本　亜紀,1,オンライン(未確定),Coming Soon…,T3Tue1
21P01,20210376,社会科・地理歴史科指導法 II,小原　淳,2,オンライン(未確定),Coming Soon…,T3Tue1/T4Tue1
21R01,20210377,国語表現(4),吉田　夏美,1,オンライン(未確定),Coming Soon…,T4Tue1
21R02,20210378,Intensive Reading I b (国・多),前田　陽子,1,オンライン(未確定),Coming Soon…,T4Tue1
21R03,20210379,Intensive Reading I b (国・多),福圓　容子,1,オンライン(未確定),Coming Soon…,T4Tue1
21R04,20210380,Intensive Reading I b (国・多),滝澤　真理子,1,オンライン(未確定),Coming Soon…,T4Tue1
21R05,20210381,異文化理解教育論(4),吉谷　武志,1,オンライン(未確定),Coming Soon…,T4Tue1
21R06,20210382,数学特別講義 A (4),加藤　晃史,1,オンライン(未確定),Coming Soon…,T4Tue1
21R07,20210383,多文化共生論(4),川端　浩平,1,オンライン(未確定),Coming Soon…,T4Tue1
21R08,20210384,教育学特講(4),吉谷　武志,1,オンライン(未確定),Coming Soon…,T4Tue1
21R09,20210385,３年セミナー (4),松山　章子,1,オンライン(未確定),Coming Soon…,T4Tue1
22A01,20210386,情報処理II a,菅沼　睦,1,オンライン,Coming Soon…,T1Tue2
22A02,20210387,Extensive Reading I (英),菅原　供子,1,オンライン,Coming Soon…,T1Tue2
22A03,20210388,Extensive Reading I (英),梅垣　代枝野,1,オンライン,Coming Soon…,T1Tue2
22A04,20210389,Intensive Reading I a (英),山本　三穂,1,オンライン,Coming Soon…,T1Tue2
22A05,20210390,スペイン語 III (演習) (1),Ines Planas Navarro,1,オンライン,Coming Soon…,T1Tue2
22A06,20210391,日本語指導 Aa (1),関　麻由美,1,オンライン,Coming Soon…,T1Tue2
22A07,20210392,余暇教育(スポーツと身体スキル),Maja Sori Doval,0.5,ハイブリッド,Coming Soon…,T1Tue2
22A08,20210393,Japan Studies in English (Introduction),Alexandra Hambleton,1,オンライン,Coming Soon…,T1Tue2
22A09,20210394,言語思想論(1),多賀　吉隆,1,オンライン,Coming Soon…,T1Tue2
22A10,20210395,東アジア研究(韓国現代史),朴　正鎮,1,オンライン,Coming Soon…,T1Tue2
22A11,20210396,東アジア研究(現代中国社会論),吉見　崇,1,オンライン,Coming Soon…,T1Tue2
22A12,20210397,言語教育とジェンダー,佐藤　響子,1,オンライン,Coming Soon…,T1Tue2
22A13,20210398,幾何学入門(演習付),井上　歩,2,ハイブリッド,Coming Soon…,T1Tue2/T1Thu2
22A14,20210399,３年セミナー (1),松山　章子,1,ハイブリッド,Coming Soon…,T1Tue2
22A15,20210400,３年セミナー (1),川端　浩平,1,ハイブリッド,Coming Soon…,T1Tue2
22A16,20210401,環境問題,八塚　春名,1,オンライン,Coming Soon…,T1Tue2
22C01,20210402,意味・語用論,井川　壽子,2,オンライン,Coming Soon…,T1Tue2/T3Tue2
22C02,20210403,１年セミナー,稲葉　利江子,2,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2
22C03,20210404,１年セミナー,青柳　龍也,2,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2
22C04,20210405,１年セミナー,栗原　一貴,2,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2
22C05,20210406,１年セミナー,中野　美由紀,2,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2
22C06,20210407,１年セミナー,新田　善久,2,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2
22C07,20210408,１年セミナー,杉村　大輔,2,ハイブリッド,Coming Soon…,T1Tue2/T3Tue2
22G01,20210409,Oral English I (英),Charles D. Hubenthal,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
22G02,20210410,Oral English I (英),Simon Stevens,3,オンライン,Coming Soon…,T1Tue2/T3Tue2/T4Tue2
